lat,lon,loc
15.667931,120.577724,PANIQUI (TARLAC)
15.624102,120.647504,PURA (TARLAC)
15.666681,120.639238,RAMOS (TARLAC)
15.712365,120.360323,SAN CLEMENTE (TARLAC)
15.477338,120.463913,SAN JOSE (TARLAC)
15.799396,120.607173,SAN MANUEL (TARLAC)
15.616394,120.434641,SANTA IGNACIA (TARLAC)
15.575926,120.681441,VICTORIA (TARLAC)
5.031908,119.772379,BONGAO (TAWI-TAWI)
5.267507,120.079189,LANGUYAN (TAWI-TAWI)
6.9753,118.513679,MAPUN (TAWI-TAWI)
5.075026,119.885785,PANGLIMA SUGALA (TAWI-TAWI)
5.089892,120.272857,SAPA-SAPA (TAWI-TAWI)
4.84106,119.459331,SIBUTU (TAWI-TAWI)
4.914138,119.791181,SIMUNUL (TAWI-TAWI)
4.662622,119.393956,SITANGKAI (TAWI-TAWI)
5.191085,120.486326,SOUTH UBIAN (TAWI-TAWI)
5.133115,120.346342,TANDUBAS (TAWI-TAWI)
6.073293,118.311307,TURTLE ISLANDS (TAWI-TAWI)
12.066507,124.594442,CITY OF CALBAYOG (SAMAR)
11.775489,124.883633,CITY OF CATBALOGAN (SAMAR)
11.910799,124.285211,ALMAGRO (SAMAR)
11.280564,125.069075,BASEY (SAMAR)
11.625128,125.019264,CALBIGA (SAMAR)
11.636426,124.796435,DARAM (SAMAR)
12.013403,124.810805,GANDARA (SAMAR)
11.701214,125.066092,HINABANGAN (SAMAR)
11.762286,124.950254,JIABONG (SAMAR)
11.107735,125.213084,MARABUT (SAMAR)
12.144786,124.885192,MATUGUINAO (SAMAR)
11.778265,124.997889,MOTIONG (SAMAR)
11.966397,124.721876,PAGSANGHAN (SAMAR)
11.771897,125.022799,PARANAS (SAMAR)
11.613085,124.983236,PINABACDAO (SAMAR)
11.978773,124.824782,SAN JORGE (SAMAR)
12.053687,125.025157,SAN JOSE DE BUAN (SAMAR)
11.710085,125.017003,SAN SEBASTIAN (SAMAR)
12.037849,124.658774,SANTA MARGARITA (SAMAR)
11.449715,124.941788,SANTA RITA (SAMAR)
11.926057,124.448612,SANTO NIÑO (SAMAR)
12.048409,124.158301,TAGAPUL-AN (SAMAR)
11.529537,124.835429,TALALORA (SAMAR)
11.901939,124.746525,TARANGNAN (SAMAR)
11.567862,124.928144,VILLAREAL (SAMAR)
11.638199,124.840538,ZUMARRAGA (SAMAR)
14.842496,120.287592,CITY OF OLONGAPO (ZAMBALES)
15.288828,120.023357,BOTOLAN (ZAMBALES)
15.15903,120.055788,CABANGAN (ZAMBALES)
15.626604,119.931418,CANDELARIA (ZAMBALES)
14.932181,120.199909,CASTILLEJOS (ZAMBALES)
15.327822,119.976551,IBA (ZAMBALES)
15.532877,119.95786,MASINLOC (ZAMBALES)
15.433656,119.91001,PALAUIG (ZAMBALES)
14.948521,120.089836,SAN ANTONIO (ZAMBALES)
15.060185,120.070529,SAN FELIPE (ZAMBALES)
14.974078,120.155504,SAN MARCELINO (ZAMBALES)
15.015528,120.079075,SAN NARCISO (ZAMBALES)
15.762085,119.909288,SANTA CRUZ (ZAMBALES)
14.877687,120.23531,SUBIC (ZAMBALES)
8.637336,123.414589,CITY OF DAPITAN (ZAMBOANGA DEL NORTE)
8.586757,123.344482,CITY OF DIPOLOG (ZAMBOANGA DEL NORTE)
7.808874,122.145165,BALIGUIAN (ZAMBOANGA DEL NORTE)
8.001576,122.843815,GODOD (ZAMBOANGA DEL NORTE)
7.980962,122.405624,GUTALAC (ZAMBOANGA DEL NORTE)
8.440756,123.023425,JOSE DALMAN (ZAMBOANGA DEL NORTE)
7.907965,122.523673,KALAWIT (ZAMBOANGA DEL NORTE)
8.512954,123.284349,KATIPUNAN (ZAMBOANGA DEL NORTE)
8.468512,123.525619,LA LIBERTAD (ZAMBOANGA DEL NORTE)
8.064794,122.524675,LABASON (ZAMBOANGA DEL NORTE)
8.151085,122.924808,LEON B. POSTIGO (ZAMBOANGA DEL NORTE)
8.121241,122.673629,LILOY (ZAMBOANGA DEL NORTE)
8.516403,123.091755,MANUKAN (ZAMBOANGA DEL NORTE)
8.419943,123.475553,MUTIA (ZAMBOANGA DEL NORTE)
8.481922,123.450433,PIÑAN (ZAMBOANGA DEL NORTE)
8.532042,123.363073,POLANCO (ZAMBOANGA DEL NORTE)
8.520852,123.230182,PRESIDENT MANUEL A. ROXAS (ZAMBOANGA DEL NORTE)
8.524525,123.551553,RIZAL (ZAMBOANGA DEL NORTE)
8.107743,122.75754,SALUG (ZAMBOANGA DEL NORTE)
8.296138,123.508889,SERGIO OSMEñA SR. (ZAMBOANGA DEL NORTE)
8.251858,123.114513,SIAYAN (ZAMBOANGA DEL NORTE)
7.292867,122.066981,SIBUCO (ZAMBOANGA DEL NORTE)
8.613176,123.479863,SIBUTAD (ZAMBOANGA DEL NORTE)
8.236622,122.998354,SINDANGAN (ZAMBOANGA DEL NORTE)
7.705804,122.136204,SIOCON (ZAMBOANGA DEL NORTE)
7.585342,122.140713,SIRAWAI (ZAMBOANGA DEL NORTE)
7.975683,122.664381,TAMPILISAN (ZAMBOANGA DEL NORTE)
7.827151,123.435163,CITY OF PAGADIAN  (ZAMBOANGA DEL SUR)
6.90404,122.076272,CITY OF ZAMBOANGA (ZAMBOANGA DEL SUR)
7.948901,123.586066,AURORA (ZAMBOANGA DEL SUR)
7.850356,123.042157,BAYOG (ZAMBOANGA DEL SUR)
7.499668,123.34161,DIMATALING (ZAMBOANGA DEL SUR)
7.61607,123.339209,DINAS (ZAMBOANGA DEL SUR)
7.817624,123.362344,DUMALINAO (ZAMBOANGA DEL SUR)
8.154359,123.345024,DUMINGAG (ZAMBOANGA DEL SUR)
7.729143,123.321328,GUIPOS (ZAMBOANGA DEL SUR)
8.214643,123.546929,JOSEFINA (ZAMBOANGA DEL SUR)
7.748077,123.144222,KUMALARANG (ZAMBOANGA DEL SUR)
7.863572,123.515929,LABANGAN (ZAMBOANGA DEL SUR)
7.854853,123.083333,LAKEWOOD (ZAMBOANGA DEL SUR)
7.63867,123.197386,LAPUYAN (ZAMBOANGA DEL SUR)
8.12955,123.437614,MAHAYAG (ZAMBOANGA DEL SUR)
7.57528,123.165724,MARGOSATUBIG (ZAMBOANGA DEL SUR)
8.029052,123.314845,MIDSALIP (ZAMBOANGA DEL SUR)
8.092535,123.484176,MOLAVE (ZAMBOANGA DEL SUR)
7.452572,123.313106,PITOGO (ZAMBOANGA DEL SUR)
8.005343,123.487102,RAMON MAGSAYSAY (ZAMBOANGA DEL SUR)
7.648378,123.267433,SAN MIGUEL (ZAMBOANGA DEL SUR)
7.654024,123.459941,SAN PABLO (ZAMBOANGA DEL SUR)
8.037806,123.384128,SOMINOT (ZAMBOANGA DEL SUR)
7.463067,123.411952,TABINA (ZAMBOANGA DEL SUR)
8.070142,123.537766,TAMBULIG (ZAMBOANGA DEL SUR)
7.821155,123.223489,TIGBAO (ZAMBOANGA DEL SUR)
7.854108,123.579962,TUKURAN (ZAMBOANGA DEL SUR)
7.514735,123.170731,VINCENZO A. SAGUN (ZAMBOANGA DEL SUR)
7.50751,122.941034,ALICIA (ZAMBOANGA SIBUGAY)
7.731325,123.059705,BUUG (ZAMBOANGA SIBUGAY)
7.687116,122.989024,DIPLAHAN (ZAMBOANGA SIBUGAY)
7.639905,122.932884,IMELDA (ZAMBOANGA SIBUGAY)
7.784691,122.587141,IPIL (ZAMBOANGA SIBUGAY)
7.799063,122.755286,KABASALAN (ZAMBOANGA SIBUGAY)
7.417244,122.835742,MABUHAY (ZAMBOANGA SIBUGAY)
7.636452,123.017362,MALANGAS (ZAMBOANGA SIBUGAY)
7.795347,122.69548,NAGA (ZAMBOANGA SIBUGAY)
7.310637,122.844725,OLUTANGA (ZAMBOANGA SIBUGAY)
7.587303,122.802166,PAYAO (ZAMBOANGA SIBUGAY)
7.656244,122.46307,ROSELLER LIM (ZAMBOANGA SIBUGAY)
7.709697,122.867493,SIAY (ZAMBOANGA SIBUGAY)
7.42624,122.808389,TALUSAN (ZAMBOANGA SIBUGAY)
7.869403,122.56122,TITAY (ZAMBOANGA SIBUGAY)
7.60103,122.421105,TUNGAWAN (ZAMBOANGA DEL SUR)
14.294173,121.239369,TALIM ISLAND (BINANGONAN / CARDONA) (RIZAL)
14.294173,121.239369,TALIM ISLAND - BRGY. HABAGATAN (BINANGONAN) (RIZAL)
14.294173,121.244114,TALIM ISLAND - BRGY. TUNA (CARDONA) (RIZAL)
14.009350,120.996166,TAAL VOLCANO ISLAND (SAN NICOLAS / TALISAY) (BATANGAS)
13.535138,121.071343,VERDE ISLAND (BATANGAS CITY) (BATANGAS)
18.850635,121.368873,FUGA ISLAND (APARRI) (CAGAYAN)
19.511602,121.913171,BABUYAN ISLAND (CALAYAN) (CAGAYAN)
19.107339,121.206146,DALUPIRI ISLAND (CALAYAN) (CAGAYAN)
18.908346,121.866505,CAMIGUIN ISLAND (CALAYAN) (CAGAYAN)
14.475938,122.948044,TINAGA ISLAND (VINZONS) (CAMARINES NORTE)
14.386696,120.587875,CORREGIDOR ISLAND (CITY OF CAVITE) (CAVITE)
05.412343,125.421333,BALUT ISLAND (MUNICIPALITY OF SARANGANI) (DAVAO OCCIDENTAL)
05.472939,125.471444,SARANGANI ISLAND (MUNICIPALITY OF SARANGANI) (DAVAO OCCIDENTAL)
10.742494,125.723006,HOMONHON ISLAND (GUIUAN) (EASTERN SAMAR)
07.341693,124.032938,BONGO ISLAND (PARANG) (MAGUINDANAO)
14.257257,121.821660,CAGBALETE ISLAND (MAUBAN) (QUEZON)
14.423731,122.036367,BALESIN ISLAND (POLILLO) (QUEZON)
15.152378,117.765333,BAJO DE MASINLOC (MASINLOC) (ZAMBALES)
